symbol,returnOnEquity,returnOnInvestment,beta,Cluster,Sector,Industry
EHC,18.57108,6.77718,1.11082,2,Health Care,Hospital/Nursing Management
ECHO,1.63088,1.06789,1.09634,2,Transportation,Oil Refining/Marketing
EGOV,23.13439,22.01819,0.27516,1,Miscellaneous,Business Services
ECPG,21.27604,4.90587,1.60999,0,Finance,Finance Companies
EIX,2.64605,0.83285,0.53613,2,Public Utilities,Electric Utilities: Central
EBF,10.07337,9.14683,0.46975,2,Consumer Services,Office Equipment/Supplies/Services
EGRX,2.83286,2.36601,0.73478,2,Health Care,Major Pharmaceuticals
EDUC,30.37376,20.23871,1.23401,1,Consumer Durables,Consumer Specialties
EEFT,0.51495,0.2588,1.60971,0,Finance,Investment Bankers/Brokers/Service
EBS,14.57249,7.61513,1.23868,2,Health Care,Major Pharmaceuticals
ECL,15.04142,7.00151,1.02961,2,Basic Industries,Package Goods/Cosmetics
EGAN,25.22011,20.31143,0.38611,1,Technology,Computer Software: Prepackaged Software
ELF,3.95607,2.39636,1.9934,0,Consumer Non-Durables,Package Goods/Cosmetics
DXYN,30.94447,9.54368,2.88216,0,Consumer Durables,Home Furnishings
DY,3.17141,1.5658,1.63256,0,Basic Industries,Water Supply
EDU,13.70535,7.66547,0.9243,2,Consumer Services,Other Consumer Services
EA,17.25202,14.7973,0.89425,1,Technology,Computer Software: Prepackaged Software
EC,8.91741,5.41009,1.7904,0,Energy,Oil & Gas Production
ED,7.42326,2.76915,0.1138,2,Public Utilities,Power Generation
EIGI,9.26389,0.89046,2.60735,0,Technology,Computer Software: Prepackaged Software
EL,13.62725,5.20403,0.84252,2,Consumer Non-Durables,Package Goods/Cosmetics
EBIX,16.93183,7.19863,2.7125,0,Technology,EDP Services
EFX,16.232,7.02074,1.28429,2,Finance,Finance: Consumer Services
EGO,5.03304,3.79151,1.49356,0,Basic Industries,Precious Metals
EPAC,1.68291,0.72045,1.40466,0,Technology,Industrial Machinery/Components
ENVA,37.37369,12.82111,1.80677,1,Finance,Finance: Consumer Services
EPAM,18.86109,16.34125,1.33952,1,Technology,EDP Services
ENPH,62.50539,29.30226,1.14364,1,Technology,Semiconductors
EPSN,2.08095,1.75759,0.41779,2,Energy,Oil & Gas Production
ELJ,10.67786,3.4289,0.07815,2,Public Utilities,Electric Utilities: Central
ELVT,30.84373,7.50054,2.79415,0,Finance,Finance: Consumer Services
ELP,17.78929,9.68133,0.76394,2,Public Utilities,Electric Utilities: Central
ELU,10.67786,3.4289,0.07815,2,Public Utilities,Electric Utilities: Central
EME,7.03516,5.01268,1.18635,2,Capital Goods,Engineering & Construction
ENSG,18.29162,6.77405,1.06499,2,Health Care,Hospital/Nursing Management
ENIA,14.69092,9.47607,1.07843,2,Public Utilities,Electric Utilities: Central
EML,8.54942,3.72113,1.07651,2,Capital Goods,Industrial Machinery/Components
EMN,7.80488,3.42829,1.5628,0,Basic Industries,Major Chemicals
ERIC,17.87369,9.32024,0.48549,2,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,24.51785,19.61078,0.40984,1,Finance,Specialty Insurers
EMR,23.62063,12.6205,1.54675,1,Energy,Consumer Electronics/Appliances
ENB,3.28412,1.63504,0.81801,2,Energy,Natural Gas Distribution
ENG,5.81226,4.66826,2.70374,0,Consumer Services,Military/Government/Technical
ENO,8.05051,2.58514,0.21471,2,Public Utilities,Power Generation
ENR,7.59761,1.14887,1.16991,2,Miscellaneous,Industrial Machinery/Components
ENS,7.04046,3.52626,1.50721,0,Consumer Non-Durables,Telecommunications Equipment
EPD,18.18244,8.75328,1.34665,2,Public Utilities,Natural Gas Distribution
EPC,4.9408,2.33438,0.95797,2,Consumer Non-Durables,Package Goods/Cosmetics
ENTG,21.94542,11.05389,1.34578,1,Consumer Non-Durables,Plastic Products
ESE,2.84873,2.18342,1.06674,2,Capital Goods,Telecommunications Equipment
ESI,5.5511,3.02837,1.79347,0,Basic Industries,Major Chemicals
EXLS,11.58123,7.91676,0.93221,2,Miscellaneous,Business Services
ETSY,43.14722,14.15775,1.68171,1,Miscellaneous,Business Services
ETH,1.17915,0.89319,1.18834,0,Consumer Durables,Home Furnishings
ETN,9.14787,5.3211,1.15412,2,Technology,Industrial Machinery/Components
ETR,13.31665,2.96774,0.50529,2,Public Utilities,Electric Utilities: Central
EVRG,7.24626,2.60857,0.35054,2,Public Utilities,Power Generation
ESLT,10.06216,5.11155,0.883,2,Capital Goods,Military/Government/Technical
ESCA,17.53432,16.61311,1.27529,1,Consumer Non-Durables,Recreational Products/Toys
ERII,14.94616,12.9968,1.31206,2,Technology,Industrial Machinery/Components
ES,9.06673,3.1399,0.3069,2,Public Utilities,Electric Utilities: Central
EV,11.0468,6.6024,1.22986,2,Finance,Investment Managers
EVA,4.05599,1.67459,0.98601,2,Basic Industries,Forest Products
EW,19.86019,14.30058,0.97149,1,Health Care,Industrial Specialties
EXEL,8.80481,8.56261,1.20584,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EVR,27.12374,16.98747,1.70928,1,Finance,Investment Managers
EVTC,35.24879,11.24767,1.14003,1,Technology,EDP Services
EXPD,26.96072,23.65775,0.7463,1,Transportation,Oil Refining/Marketing
ESEA,7.40971,3.29527,0.9554,2,Transportation,Marine Transportation
EXC,7.32124,2.1055,0.39888,2,Public Utilities,Power Generation
EXP,9.98932,4.49716,1.30804,0,Capital Goods,Building Materials
FBM,10.85489,4.0015,1.77554,0,Consumer Services,RETAIL: Building Materials
FCN,12.47158,8.45644,0.42512,2,Consumer Services,Professional Services
FDP,1.30092,0.82441,0.72417,2,Consumer Non-Durables,Farming/Seeds/Milling
FDS,47.54949,23.69137,0.77787,1,Technology,"Computer Software: Programming, Data Processing"
FELE,11.6967,9.46264,1.02357,2,Consumer Durables,Metal Fabrications
FDX,9.47699,2.85829,1.35292,0,Transportation,Air Freight/Delivery Services
FCFS,9.92263,6.02493,0.73902,2,Consumer Services,Other Specialty Stores
FAST,30.76782,24.88507,1.20482,1,Consumer Services,RETAIL: Building Materials
FB,23.87475,20.58367,1.19337,1,Technology,"Computer Software: Programming, Data Processing"
FE,8.47856,1.58179,0.14906,2,Public Utilities,Electric Utilities: Central
EXPI,31.03004,29.7413,3.35093,1,Finance,Real Estate
EXPO,22.79393,18.10781,0.32386,1,Consumer Services,Professional Services
FBHS,19.88719,9.70685,1.65439,0,Basic Industries,Homebuilding
FLWS,17.8954,10.48247,1.67047,0,Consumer Services,Other Specialty Stores
FLOW,3.47226,2.13281,1.98644,0,Technology,Industrial Machinery/Components
FLNT,1.40274,1.12906,3.08243,0,Consumer Services,Advertising
FISV,2.81226,1.49494,0.8673,2,Technology,EDP Services
FLO,7.46463,3.55296,0.34715,2,Consumer Non-Durables,Packaged Foods
FLS,7.56204,3.55457,1.75975,0,Capital Goods,Fluid Controls
FLIR,7.55892,5.09898,1.51076,0,Capital Goods,Industrial Machinery/Components
FLT,21.34743,9.84093,1.51718,0,Miscellaneous,Business Services
FMC,20.31571,7.8006,1.03993,2,Basic Industries,Major Chemicals
FIZZ,33.12574,29.47268,1.40382,1,Consumer Non-Durables,Beverages (Production/Distribution)
FIVE,14.47237,6.66499,1.14631,2,Consumer Services,Department/Specialty Retail Stores
FENG,27.63763,26.18451,2.33262,1,Consumer Services,Broadcasting
FF,29.02089,26.453,0.92606,1,Basic Industries,Major Chemicals
FHI,28.68159,21.94323,1.21699,1,Finance,Investment Managers
FL,13.1522,6.15101,1.2489,2,Consumer Services,Clothing/Shoe/Accessory Stores
FFIV,15.39605,10.83609,1.12841,2,Technology,Computer Communications Equipment
FLEX,10.95994,4.45616,1.62555,0,Technology,Electrical Products
FFHL,22.76879,22.54783,0.96326,1,Capital Goods,Specialty Chemicals
FIX,23.06348,14.78293,1.07021,1,Capital Goods,Engineering & Construction
FRO,35.38058,15.89309,0.54213,1,Transportation,Marine Transportation
FORTY,10.43023,11.47052,1.04392,2,Technology,EDP Services
FRTA,23.26845,2.24901,2.57979,0,Capital Goods,Building Materials
FSS,15.54517,9.61603,1.1131,2,Capital Goods,Auto Manufacturing
FSTR,31.91593,17.93512,1.18735,1,Basic Industries,Metal Fabrications
FSLR,4.22067,3.55711,1.22155,0,Technology,Semiconductors
FOXF,15.06644,10.51439,1.78397,0,Consumer Non-Durables,Motor Vehicles
FONR,5.59704,6.64242,1.05997,2,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FMX,1.62041,1.90675,0.959,2,Consumer Non-Durables,Beverages (Production/Distribution)
FND,20.93409,9.21201,1.87515,0,Consumer Services,RETAIL: Building Materials
FOE,5.44146,1.4996,1.66716,0,Basic Industries,Paints/Coatings
FOR,7.25345,4.38127,2.19544,0,Finance,Real Estate
FPH,0.86471,0.93538,1.47877,0,Finance,Real Estate
FN,12.74962,11.84268,0.99054,2,Public Utilities,Telecommunications Equipment
FORM,11.72375,10.8853,1.40616,0,Technology,Semiconductors
FRHC,35.56989,23.69908,0.89282,1,Finance,Investment Bankers/Brokers/Service
FORR,7.72677,3.46485,1.02528,2,Consumer Services,Diversified Commercial Services
FRPT,1.83048,1.66476,0.86223,2,Consumer Non-Durables,Packaged Foods
FTNT,47.30351,21.84205,1.0929,1,Technology,Computer peripheral equipment
G,18.65236,9.43097,1.32638,2,Consumer Services,Professional Services
FTV,6.85469,4.14077,1.15119,2,Capital Goods,Industrial Machinery/Components
FUL,9.26713,3.04688,1.73996,0,Basic Industries,Home Furnishings
FVE,3.60548,0.9303,1.0766,2,Health Care,Hospital/Nursing Management
GASS,2.35936,1.51886,1.71237,0,Transportation,Marine Transportation
GBX,3.811,3.59443,1.58584,0,Capital Goods,Railroads
FWRD,11.02412,7.13664,1.16439,2,Transportation,Oil Refining/Marketing
GATX,10.17086,1.23316,1.06621,2,Consumer Services,Transportation Services
GENC,3.90421,3.85952,0.6621,2,Capital Goods,Construction/Ag Equipment/Trucks
GFF,9.0718,2.89462,2.01151,0,Capital Goods,Building Products
GFI,8.91734,4.79641,0.48344,2,Basic Industries,Precious Metals
GFN,1.72845,0.96332,1.21329,0,Technology,Diversified Commercial Services
GGB,4.84009,2.90638,2.11157,0,Capital Goods,Steel/Iron Ore
GGG,27.96626,19.92418,0.56144,1,Capital Goods,Fluid Controls
GHC,6.61064,4.46418,1.0865,2,Consumer Services,Other Consumer Services
GHM,1.54917,1.50833,0.86559,2,Technology,Industrial Machinery/Components
GIB,15.80211,10.33519,1.0457,2,Consumer Services,Professional Services
GDOT,5.04531,4.80493,0.96139,2,Finance,Finance: Consumer Services
GIII,5.52086,3.4834,2.74041,0,Consumer Non-Durables,Apparel
GIS,29.0572,9.79283,0.5619,1,Consumer Non-Durables,Packaged Foods
GD,22.56545,9.84559,1.03642,2,Capital Goods,Marine Transportation
GE,11.44613,1.89127,1.05088,2,Energy,Consumer Electronics/Appliances
GCP,18.51852,9.60536,0.93347,2,Basic Industries,Major Chemicals
GFNCP,1.72845,0.96332,1.21329,0,Technology,Diversified Commercial Services
GILD,6.66509,2.44866,0.54265,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLDD,23.64328,9.75499,0.94389,2,Basic Industries,Military/Government/Technical
GLP,20.70581,4.66259,1.52143,0,Energy,Oil Refining/Marketing
GLW,1.83939,1.17151,1.17368,0,Basic Industries,Telecommunications Equipment
GMED,6.88367,6.77787,1.00031,2,Health Care,Medical/Dental Instruments
GMS,3.87571,1.36754,2.10389,0,Consumer Services,RETAIL: Building Materials
GNE,16.51562,11.99183,0.70712,2,Public Utilities,Power Generation
GOLD,14.09146,12.50469,0.00893,2,Basic Industries,Precious Metals
GOLD,14.09146,12.50469,0.00893,2,Basic Industries,Precious Metals
GOLF,9.72248,6.78644,0.83283,2,Consumer Non-Durables,Recreational Products/Toys
GLOB,8.01362,6.75213,1.20482,2,Technology,EDP Services
GLUU,2.55106,2.09824,0.94258,2,Technology,EDP Services
GNRC,27.27605,13.24704,0.93109,1,Consumer Durables,Metal Fabrications
GPC,0.15543,0.06634,1.06756,2,Capital Goods,Automotive Aftermarket
GOOGL,17.51114,15.04139,0.99684,1,Technology,"Computer Software: Programming, Data Processing"
GPI,17.78075,7.68147,2.1341,0,Consumer Durables,Automotive Aftermarket
GPK,9.12137,3.10753,1.19248,2,Consumer Durables,Containers/Packaging
GPN,1.81789,1.14143,1.17004,0,Miscellaneous,Business Services
GNTX,15.69509,15.41604,1.15369,1,Capital Goods,Auto Parts:O.E.M.
GNSS,6.35154,5.62624,0.63843,2,Consumer Non-Durables,Consumer Electronics/Appliances
GMLPP,1.93275,0.86878,1.11637,2,Consumer Services,Marine Transportation
GMLP,1.93275,0.86878,1.11637,2,Consumer Services,Marine Transportation
GOOG,17.51114,15.04139,0.99684,1,Technology,"Computer Software: Programming, Data Processing"
GM,7.31327,2.24029,1.46713,0,Capital Goods,Auto Manufacturing
GTN,15.37943,4.08998,2.06939,0,Consumer Services,Broadcasting
GTY,7.99047,4.2345,0.7745,2,Finance,Real Estate
GWRS,3.69896,0.42322,0.56984,2,Public Utilities,Water Supply
GTLS,3.52558,2.13155,1.81234,0,Capital Goods,Metal Fabrications
GROW,5.238,5.19459,2.86561,0,Finance,Investment Managers
GRBK,17.93056,13.19998,1.36053,1,Capital Goods,Homebuilding
GWW,31.48426,15.18735,1.15742,1,Consumer Services,Office Equipment/Supplies/Services
HAE,16.96077,10.45742,0.55089,2,Health Care,Medical/Dental Instruments
GPX,4.01749,2.58781,1.59782,0,Consumer Services,Other Consumer Services
GRA,3.51752,0.35692,1.45716,0,Basic Industries,Major Chemicals
GRC,8.48299,7.81681,0.59301,2,Capital Goods,Fluid Controls
GRWG,4.06582,3.7768,3.11444,0,Consumer Services,RETAIL: Building Materials
GSK,48.89861,13.60783,0.66249,1,Health Care,Major Pharmaceuticals
GSL,8.09773,3.3057,1.97739,0,Transportation,Marine Transportation
GS,7.73716,1.49464,1.48096,0,Finance,Investment Bankers/Brokers/Service
GRMN,21.498,20.11009,0.99521,1,Capital Goods,Industrial Machinery/Components
HAIN,1.3624,1.13524,0.89736,2,Consumer Non-Durables,Packaged Foods
HELE,17.79395,13.61214,0.93242,2,Consumer Durables,Home Furnishings
HALO,12.50156,5.66892,1.76169,0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HIBB,19.19388,12.41768,1.67523,0,Consumer Services,Other Specialty Stores
HESM,21.02112,18.76914,2.31279,1,Energy,Oil & Gas Production
HGV,4.92126,0.85807,2.25428,0,Consumer Services,Hotels/Resorts
HIMX,3.24119,2.60057,1.87637,0,Technology,Semiconductors
HII,33.24965,10.41412,0.89748,1,Capital Goods,Marine Transportation
HIL,5.52141,3.35912,1.9625,0,Consumer Services,Military/Government/Technical
HAS,16.67257,6.22679,0.91172,2,Consumer Non-Durables,Recreational Products/Toys
HCCI,1.6548,1.20665,1.38324,0,Basic Industries,Miscellaneous
HCKT,5.07004,4.60247,0.74924,2,Consumer Services,Professional Services
HBI,38.46093,7.41251,1.39736,1,Consumer Services,Clothing/Shoe/Accessory Stores
HGBL,28.93969,27.02908,1.30719,1,Miscellaneous,Business Services
HCC,2.48398,1.52582,1.23071,0,Energy,Coal Mining
HCSG,19.52722,15.14348,0.39875,1,Health Care,Hospital/Nursing Management
HDS,27.64173,10.66115,1.39808,1,Consumer Services,Office Equipment/Supplies/Services
HIHO,5.44191,4.98937,0.46432,2,Capital Goods,Metal Fabrications
HEI,19.07113,13.25333,1.17202,1,Capital Goods,Aerospace
HEP,42.84116,8.69047,1.13519,1,Energy,Natural Gas Distribution
HE,8.95097,1.53022,0.17543,2,Public Utilities,Electric Utilities: Central
HNI,11.81409,6.80322,1.14444,2,Consumer Durables,Office Equipment/Supplies/Services
HMSY,6.26252,4.7154,0.77686,2,Miscellaneous,Business Services
HLIO,3.92144,2.42017,1.19737,0,Capital Goods,Metal Fabrications
HNP,1.44638,1.29195,0.74225,2,Public Utilities,Electric Utilities: Central
HNNA,11.53389,9.34455,1.01203,2,Finance,Investment Managers
HOG,6.16685,1.46379,1.61133,0,Consumer Non-Durables,Motor Vehicles
HON,26.61471,11.41442,1.12041,1,Capital Goods,Aerospace
HPE,0.73617,0.35361,1.38137,0,Technology,Retail: Computer Software & Peripheral Equipment
HSIC,19.76661,9.62128,0.84791,2,Health Care,Medical Specialities
HPP,0.65486,0.56648,1.03099,2,Finance,Real Estate
HQI,24.73133,21.66706,0.82506,1,Technology,Professional Services
HMLP,14.91111,6.7788,1.86084,0,Consumer Services,Marine Transportation
HRC,13.51761,6.05189,0.591,2,Health Care,Medical/Dental Instruments
HTLD,9.4521,7.58682,0.56981,2,Transportation,Trucking Freight/Courier Services
HSY,62.5558,19.02006,0.29557,1,Consumer Non-Durables,Specialty Foods
HLI,18.93118,18.16674,0.66795,1,Finance,Investment Managers
HMC,3.01451,1.94357,0.92801,2,Capital Goods,Auto Manufacturing
HOLI,7.16766,6.88917,0.98981,2,Energy,Industrial Machinery/Components
HSTM,4.99046,4.38874,0.31187,2,Technology,"Computer Software: Programming, Data Processing"
HOLX,46.26522,19.61082,1.27404,1,Health Care,Medical Electronics
ICLR,20.54543,17.44001,0.90103,1,Health Care,Biotechnology: Commercial Physical & Biological Resarch
HVT,14.85547,8.4448,1.66871,0,Consumer Services,Other Specialty Stores
ICUI,5.82757,5.56075,0.69816,2,Health Care,Medical/Dental Instruments
HY,5.07642,2.88442,1.30697,0,Capital Goods,Construction/Ag Equipment/Trucks
HWM,10.18919,3.63604,1.93061,0,Capital Goods,Metal Fabrications
HUBB,18.92395,9.10983,1.19327,2,Capital Goods,Electrical Products
HUBG,7.26071,5.29625,1.02603,2,Transportation,Oil Refining/Marketing
HXL,8.54929,4.41051,1.51233,0,Basic Industries,Major Chemicals
IBA,7.61151,6.60213,0.80137,2,Consumer Non-Durables,Meat/Poultry/Fish
IBM,40.95493,6.96195,1.24002,1,Technology,Computer Manufacturing
IBP,33.3255,9.89105,1.85765,1,Basic Industries,Homebuilding
ICE,11.11602,6.2575,0.66972,2,Finance,Investment Bankers/Brokers/Service
HZNP,29.59459,19.63069,1.14599,1,Health Care,Major Pharmaceuticals
IART,4.05805,1.80917,1.20049,0,Health Care,Medical/Dental Instruments
HZO,18.1103,17.07921,1.78038,1,Consumer Services,Other Specialty Stores
ICFI,8.71105,5.08401,0.58351,2,Consumer Services,Professional Services
ICHR,12.43242,6.7632,2.3747,0,Technology,Semiconductors
IDA,9.82269,3.85916,0.41385,2,Public Utilities,Electric Utilities: Central
HWKN,13.75333,9.46339,0.86601,2,Consumer Durables,Specialty Chemicals
IDCC,29.23615,17.21002,1.14464,1,Miscellaneous,Multi-Sector Companies
HUN,5.83658,3.07692,1.57796,0,Basic Industries,Major Chemicals
IIPR,6.19922,5.45688,1.52469,0,Finance,Real Estate
ILMN,13.96214,10.00078,1.09474,2,Capital Goods,Biotechnology: Laboratory Analytical Instruments
III,3.81967,1.85319,0.70603,2,Consumer Services,Professional Services
IMOS,11.27338,7.44714,0.71691,2,Technology,Semiconductors
IMXI,44.79889,19.41016,0.42534,1,Miscellaneous,Business Services
IESC,14.51819,13.5092,1.15009,2,Capital Goods,Engineering & Construction
IIIN,7.44254,6.92723,1.62752,0,Capital Goods,Steel/Iron Ore
IMKTA,20.09852,8.87855,0.6625,2,Consumer Services,Food Chains
INFO,10.96631,6.44277,1.07825,2,Technology,"Computer Software: Programming, Data Processing"
INFO,10.96631,6.44277,1.07825,2,Technology,"Computer Software: Programming, Data Processing"
IDT,32.71356,30.41617,1.09182,1,Public Utilities,Telecommunications Equipment
INFY,27.15308,25.06115,0.841,1,Technology,EDP Services
IEC,19.08942,9.84424,1.01464,2,Technology,Electrical Products
IEX,16.37106,10.42659,1.08247,2,Capital Goods,Fluid Controls
IFF,6.09077,3.34321,0.99219,2,Basic Industries,Major Chemicals
IGT,17.71821,6.50427,2.28298,0,Consumer Services,Services-Misc. Amusement & Recreation
IPG,21.86994,6.80336,0.99522,2,Technology,Advertising
IRBT,21.89267,19.94873,1.46295,1,Consumer Durables,Consumer Electronics/Appliances
IOSP,4.11664,3.2198,1.33219,0,Basic Industries,Major Chemicals
IP,6.81161,1.73068,1.12228,2,Basic Industries,Paper
IT,21.95416,5.03778,1.56938,0,Consumer Services,Other Consumer Services
IQV,2.93897,1.02884,1.40016,0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INTU,44.31178,32.83532,0.98658,1,Technology,Computer Software: Prepackaged Software
IONS,5.39824,2.28555,1.38952,0,Health Care,Major Pharmaceuticals
IRS,34.34183,7.43371,1.15732,1,Consumer Services,Homebuilding
ISNS,3.31787,3.28196,1.05473,2,Capital Goods,Industrial Machinery/Components
INSW,12.30267,7.61896,0.31414,2,Consumer Services,Marine Transportation
IPGP,4.36189,4.15674,1.47724,0,Technology,Semiconductors
IRCP,39.70176,24.24968,1.25418,1,Consumer Services,Building operators
ITGR,6.17173,3.26397,1.41556,0,Miscellaneous,Industrial Machinery/Components
INTC,29.46658,18.93182,0.73353,1,Technology,Semiconductors
IPLDP,9.60984,3.89917,0.10973,2,Public Utilities,Power Generation
IRMD,7.06426,6.48259,1.19826,2,Health Care,Medical/Dental Instruments
INVA,57.51922,36.28428,0.56302,1,Health Care,Major Pharmaceuticals
INVH,2.16241,1.03979,0.79918,2,Finance,Real Estate
IPAR,6.62032,7.90422,0.96869,2,Consumer Non-Durables,Package Goods/Cosmetics
INT,9.03116,5.96633,1.25379,2,Energy,Oil Refining/Marketing
ISSC,8.21313,8.18405,1.19056,2,Technology,EDP Services
INOV,0.8631,0.3273,0.66116,2,Technology,EDP Services
INGR,12.81619,6.66477,0.75163,2,Consumer Non-Durables,Packaged Foods
ISRG,12.37543,11.92375,0.94712,2,Health Care,Industrial Specialties
JBL,2.91509,1.16482,1.31883,0,Technology,Electrical Products
JBT,21.28447,8.55736,1.57964,0,Technology,Industrial Machinery/Components
IVAC,5.46486,4.9949,0.9377,2,Technology,Industrial Machinery/Components
IX,7.76706,2.419,0.96946,2,Finance,Diversified Financial Services
JKHY,19.76646,15.87588,0.52459,1,Technology,EDP Services
JCI,3.39129,2.49862,1.03756,2,Consumer Services,Other Consumer Services
JKS,14.42105,10.98211,1.10664,2,Technology,Semiconductors
JD,25.35951,21.00376,0.91442,1,Consumer Services,Other Specialty Stores
J,6.13663,4.35833,0.91578,2,Basic Industries,Military/Government/Technical
JLL,8.44614,5.43039,1.47546,0,Finance,Real Estate
JNPR,8.59266,5.44486,0.90338,2,Technology,Computer Communications Equipment
JBHT,21.22235,11.04406,1.01221,2,Transportation,Trucking Freight/Courier Services
JEF,9.43061,2.25988,1.59912,0,Finance,Investment Bankers/Brokers/Service
JOBS,8.75515,8.40116,0.79473,2,Technology,Diversified Commercial Services
JOUT,12.7359,11.36071,0.81203,2,Consumer Non-Durables,Recreational Products/Toys
JNJ,27.20181,13.23209,0.67489,1,Health Care,Major Pharmaceuticals
ITT,7.39579,4.63279,1.55775,0,Capital Goods,Fluid Controls
JAZZ,5.57229,3.38975,1.0581,2,Health Care,Major Pharmaceuticals
JOE,6.70304,3.95642,1.17597,2,Consumer Services,Homebuilding
JJSF,2.2279,2.01095,0.56436,2,Consumer Non-Durables,Specialty Foods
JBSS,23.6126,19.01475,0.10539,1,Consumer Non-Durables,Specialty Foods
IVZ,5.06512,2.97753,1.36086,0,Finance,Investment Managers
JELD,6.70741,2.04067,2.58199,0,Basic Industries,Forest Products
JHX,16.25872,4.69694,1.238,2,Capital Goods,Building Materials
JCTCF,13.99992,13.82733,0.56785,2,Consumer Services,RETAIL: Building Materials
JCOM,18.84288,8.96505,0.9796,2,Technology,Telecommunications Equipment
KDP,5.63947,3.06946,0.64814,2,Consumer Non-Durables,Beverages (Production/Distribution)
KLIC,6.84978,5.8098,1.19161,2,Technology,Semiconductors
KMI,0.33746,0.27305,1.07414,2,Public Utilities,Natural Gas Distribution
KEN,35.53671,19.01178,1.74231,1,Public Utilities,Electric Utilities: Central
KEP,0.13478,0.10222,0.79441,2,Public Utilities,Electric Utilities: Central
KMX,18.16575,3.59337,1.77804,0,Consumer Durables,Automotive Aftermarket
KNL,4.14918,1.70613,1.92577,0,Consumer Durables,Office Equipment/Supplies/Services
K,42.38434,10.03414,0.5944,1,Consumer Non-Durables,Packaged Foods
KE,4.82386,3.67249,1.41951,0,Technology,Electrical Products
KLAC,47.73462,17.38809,1.25772,1,Capital Goods,Electronic Components
KGC,20.41082,13.14119,0.81345,1,Basic Industries,Precious Metals
JVA,0.02969,0.72753,1.54422,0,Consumer Non-Durables,Food Distributors
JYNT,57.86642,11.85826,1.26331,1,Miscellaneous,Multi-Sector Companies
KALU,1.67267,0.8324,1.18548,0,Capital Goods,Metal Fabrications
KNOP,9.37061,4.01935,1.29353,0,Consumer Services,Marine Transportation
KAI,11.02577,6.12722,1.37874,0,Technology,Industrial Machinery/Components
KAR,1.30134,0.76344,1.64057,0,Consumer Durables,Automotive Aftermarket
KBH,12.90878,7.35313,1.94398,0,Capital Goods,Homebuilding
KEYS,19.9016,10.66599,1.04658,2,Capital Goods,Industrial Machinery/Components
KBAL,14.83146,13.06166,0.89702,2,Consumer Durables,Home Furnishings
KFRC,29.24237,15.79366,1.50786,1,Technology,Professional Services
KKR,9.69992,4.87063,1.43495,0,Finance,Investment Managers
KTOS,0.85592,0.49109,1.055,2,Capital Goods,Military/Government/Technical
LAWS,10.14707,7.70253,1.21038,2,Consumer Durables,Industrial Specialties
KNX,5.83719,4.51984,1.22831,0,Transportation,Trucking Freight/Courier Services
LBRDA,2.13561,1.802,1.09432,2,Consumer Services,Television Services
KOF,7.53829,4.34163,0.84563,2,Consumer Non-Durables,Beverages (Production/Distribution)
KO,44.65702,12.96502,0.56686,1,Consumer Non-Durables,Beverages (Production/Distribution)
KR,27.94237,7.77407,0.3373,2,Consumer Services,Food Chains
KWR,0.529,0.0333,1.54826,0,Basic Industries,Major Chemicals
KT,4.42622,2.93056,0.88087,2,Public Utilities,Telecommunications Equipment
KW,6.64526,1.45,1.23535,0,Finance,Real Estate
KOP,48.19277,7.1437,2.15772,1,Basic Industries,Forest Products
LBRDK,2.13561,1.802,1.09432,2,Consumer Services,Television Services
LAD,22.96961,9.43072,1.92446,0,Consumer Durables,Automotive Aftermarket
LAZ,43.70716,9.46228,1.63557,1,Finance,Investment Managers
KTCC,4.21399,2.57542,1.78475,0,Technology,Electrical Products
KRO,7.65498,3.74614,1.25866,0,Basic Industries,Major Chemicals
LANC,17.15624,15.58974,0.22833,2,Consumer Non-Durables,Packaged Foods
KSU,12.39458,6.39816,1.01696,2,Transportation,Railroads
LCII,16.76452,9.65903,1.613,0,Capital Goods,Auto Parts:O.E.M.
LMNX,2.34651,1.925,0.62869,2,Health Care,Medical/Dental Instruments
LMAT,12.39701,10.22256,1.39852,0,Health Care,Medical/Dental Instruments
LHX,5.99737,3.92594,0.802,2,Capital Goods,Industrial Machinery/Components
LIN,4.69893,3.20213,0.81565,2,Basic Industries,Major Chemicals
LE,3.96379,1.59749,2.71476,0,Consumer Services,Clothing/Shoe/Accessory Stores
LH,10.92294,5.45912,1.08534,2,Health Care,Medical Specialities
LDOS,17.69275,7.78067,1.05575,2,Technology,EDP Services
LL,27.71704,12.57208,2.6155,0,Consumer Services,RETAIL: Building Materials
LECO,26.89255,11.79918,1.15915,1,Technology,Industrial Machinery/Components
LITE,9.17866,5.49159,1.01506,2,Capital Goods,Telecommunications Equipment
LFVN,38.39084,31.02998,1.40218,1,Health Care,Major Pharmaceuticals
LEJU,6.75605,5.82921,1.21242,2,Finance,Real Estate
LKQ,11.72856,5.82549,1.66758,0,Consumer Services,Motor Vehicles
LFUS,6.24105,3.96699,1.16475,2,Consumer Durables,Electrical Products
LHCG,7.14496,7.30739,0.45516,2,Health Care,Medical/Nursing Services
